City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,palangkaraya,-2.2,113.8333,34.76,48,61,0.69,ID,1698036464
362,kargil,34.5667,76.1,3.02,50,47,0.75,IN,1698036465
363,rawson,-43.3002,-65.1023,10.67,70,100,3.76,AR,1698036465
364,zhigalovo,54.8097,105.1578,6.25,39,81,2.62,RU,1698036466
365,bikenibeu village,1.3673,173.1241,28.98,84,75,1.54,KI,1698036467
366,mount isa,-20.7333,139.5,36.87,9,0,2.57,AU,1698036468
367,saurimo,-9.6608,20.3916,19.78,85,99,1.02,AO,1698036469
368,polyarnyy,69.1989,33.4478,1.13,78,100,8.75,RU,1698036469
369,pacific grove,36.6177,-121.9166,16.35,92,100,2.06,US,1698036470
370,rongelap,11.1635,166.8941,27.04,84,100,8.83,MH,1698036470
371,okhotsk,59.3833,143.3,-1.95,76,31,6.74,RU,1698036471
372,port douglas,-16.4833,145.4667,25.73,60,2,2.37,AU,1698036471
373,mukalla,14.5425,49.1242,30.91,43,96,1.16,YE,1698036176
374,mossel bay,-34.1831,22.146,13.96,70,97,2.13,ZA,1698036472
375,zouerate,22.7187,-12.4521,21.39,77,0,3.8,MR,1698036473
376,sorong,-0.8833,131.25,29.87,68,13,5.93,ID,1698036473
377,kuala belait,4.5833,114.1833,31.09,78,27,2.67,BN,1698036474
378,las heras,-46.5419,-68.9359,8.33,55,26,4.98,AR,1698036475
379,lospalos,-8.5186,127.0025,30.93,37,36,4.82,TL,1698036475
380,east london,-33.0153,27.9116,12.52,82,0,2.06,ZA,1698036308
381,ohangaron,40.9064,69.6383,13.08,59,100,1.34,UZ,1698036476
382,happy valley-goose bay,53.3168,-60.3315,1.17,60,75,7.2,CA,1698036311
383,kirkland lake,48.1446,-80.0377,-2.84,93,5,0.0,CA,1698036477
384,airuk,7.2772,168.8203,28.3,75,100,2.65,MH,1698036478
385,portland,45.5234,-122.6762,14.76,91,40,4.12,US,1698035832
386,enewetak,11.3474,162.3373,28.85,71,80,4.47,MH,1698036479
387,ust-nera,64.5667,143.2,-7.47,93,100,1.81,RU,1698036479
388,chibougamau,49.9168,-74.3659,-0.21,93,0,2.57,CA,1698036480
389,nar'yan-mar,67.6713,53.087,-0.63,97,100,3.38,RU,1698036480
390,karoi,-16.8099,29.6925,23.74,59,21,2.72,ZW,1698036481
391,khandyga,62.6667,135.6,-6.26,86,100,1.46,RU,1698036482
392,ciudad lazaro cardenas,17.9583,-102.2,25.32,87,100,1.54,MX,1698036482
393,tazacorte,28.629,-17.9293,20.54,56,0,3.6,ES,1698036483
394,santa cruz,-17.8,-63.1667,26.7,54,20,3.09,BO,1698036273
395,axim,4.8699,-2.2405,25.24,90,99,3.0,GH,1698036484
396,mumford,5.2618,-0.759,25.55,88,100,4.57,GH,1698036484
397,sovetskaya gavan',48.9723,140.2878,8.26,32,2,3.42,RU,1698036485
398,las tablas,7.7667,-80.2833,25.53,88,100,0.76,PA,1698036485
399,krosno odrzanskie,52.0549,15.0988,12.06,90,100,2.15,PL,1698036295
400,kayes,14.0,-11.0,26.28,73,92,1.11,ML,1698036486
401,mindelo,16.8901,-24.9804,25.75,73,40,5.66,CV,1698036487
402,ciudad bolivar,8.1222,-63.5497,25.42,88,94,2.67,VE,1698036488
403,laguna,38.421,-121.4238,17.27,91,100,3.09,US,1698036488
404,sao jose da coroa grande,-8.8978,-35.1478,24.27,75,11,3.22,BR,1698036489
405,clinton,42.587,-82.9199,5.18,87,0,0.45,US,1698036369
406,pandan,14.0453,124.1694,28.08,79,100,2.65,PH,1698036490
407,pamanukan,-6.2842,107.8106,31.48,57,61,5.33,ID,1698036490
408,nizhnyaya omka,55.4338,74.9426,-0.97,85,79,8.15,RU,1698036491
409,coahuayana de hidalgo,18.7,-103.6583,23.77,90,88,1.43,MX,1698036491
410,kingman,35.1894,-114.053,22.71,17,0,5.14,US,1698036492
411,qui nhon,13.7667,109.2333,28.37,77,68,5.78,VN,1698036493
412,nuuk,64.1835,-51.7216,-2.66,63,5,4.63,GL,1698036494
413,mermoz boabab,14.7065,-17.4758,25.31,75,23,5.5,SN,1698036494
414,tolanaro,-25.0319,46.9987,23.04,88,20,3.09,MG,1698036495
415,ulaangom,49.9811,92.0667,8.37,56,56,2.62,MN,1698036495
416,nuriootpa,-34.4833,139.0,24.72,11,60,5.6,AU,1698036496
417,al wasitah,29.3378,31.2056,21.14,86,0,4.56,EG,1698036496
418,cockburn town,21.4612,-71.1419,29.01,73,2,5.22,TC,1698036497
419,sao vicente,-23.9631,-46.3919,23.1,26,99,1.32,BR,1698036333
420,taro,-8.3862,115.28,27.0,54,30,1.97,ID,1698036498
421,douz,33.4663,9.0203,22.73,36,0,3.36,TN,1698036499
422,jequitinhonha,-16.4339,-41.0033,21.75,93,98,0.95,BR,1698036499
423,mount pearl,47.5166,-52.7813,8.25,96,100,6.17,CA,1698036500
424,kerikeri,-35.2268,173.9474,18.84,78,68,1.34,NZ,1698036500
425,osakarovka,50.565,72.5692,-0.85,61,91,8.64,KZ,1698036501
426,irtyshsk,53.3333,75.4572,1.22,60,83,10.97,KZ,1698036501
427,timberlake,37.3207,-79.2575,7.71,84,0,1.54,US,1698036502
428,puerto aysen,-45.4,-72.7,5.74,94,0,1.03,CL,1698036502
429,enoch,37.7733,-113.0244,18.14,24,0,7.2,US,1698036503
430,ocna mures,46.3833,23.85,9.36,82,78,0.42,RO,1698036504
431,bamboo flat,11.7,92.7167,28.05,89,40,1.54,IN,1698036504
432,yanchep,-31.55,115.6833,22.79,42,99,6.67,AU,1698036505
433,fereydunshahr,32.941,50.121,10.68,28,43,2.18,IR,1698036505
434,hermanus,-34.4187,19.2345,17.05,75,99,2.55,ZA,1698036506
435,hulan ergi,47.2042,123.6333,17.97,22,0,5.69,CN,1698036506
436,fisterra,42.9049,-9.2629,13.34,82,100,1.98,ES,1698036507
437,arteche,12.2645,125.4048,29.65,70,96,2.07,PH,1698036507
438,zhaotong,27.3167,103.7167,16.0,69,99,1.03,CN,1698036508
439,rabaul,-4.1967,152.1721,28.37,76,97,2.69,PG,1698036508
440,midvagur,62.0511,-7.1939,7.46,87,75,6.69,FO,1698036509
441,inarajan village,13.2736,144.7484,31.54,85,90,7.37,GU,1698036510
442,mascotte,28.5783,-81.8867,21.0,88,100,1.99,US,1698036098
443,poltavka,54.3663,71.7632,0.03,76,62,8.74,RU,1698036511
444,nantucket,41.2835,-70.0995,11.06,65,100,5.66,US,1698036220
445,yangambi,0.8102,24.4336,21.5,99,85,0.29,CD,1698036512
446,kruisfontein,-34.0033,24.7314,12.66,73,100,2.47,ZA,1698036513
447,suoyarvi,62.0833,32.35,-2.47,86,97,1.64,RU,1698036513
448,matoury,4.8483,-52.3317,26.98,94,100,1.03,GF,1698036514
449,concepcion del oro,24.6333,-101.4167,17.7,67,89,3.34,MX,1698036514
450,laminusa,5.5549,120.9136,28.5,73,24,1.97,PH,1698036515
451,narvik,68.4384,17.4272,-6.33,79,6,3.63,NO,1698036516
452,jiagedaqi,50.4167,124.1167,13.34,29,0,3.45,CN,1698036516
453,lewiston orchards,46.3804,-116.9754,14.37,72,75,2.06,US,1698036353
454,ishigaki,24.3448,124.1572,29.07,61,20,7.2,JP,1698036518
455,binghamton,42.0987,-75.918,6.12,91,100,4.12,US,1698036349
456,kenai,60.5544,-151.2583,-3.97,58,0,0.0,US,1698036459
457,itoman,26.1247,127.6694,29.21,60,40,6.69,JP,1698036519
458,tomakomai,42.6369,141.6033,15.65,41,40,5.14,JP,1698036520
459,lat yao,15.751,99.7893,29.8,66,42,1.8,TH,1698036520
460,takoradi,4.8845,-1.7554,25.07,91,98,3.26,GH,1698036521
461,uliastay,47.7417,96.8444,10.07,31,60,1.58,MN,1698036522
462,muisne,0.6,-80.0333,25.16,82,99,2.04,EC,1698036522
463,terbanggi besar,-4.8667,105.2333,35.83,33,86,2.82,ID,1698036380
464,san antonio de pale,-1.4014,5.6325,25.89,83,95,6.58,GQ,1698036523
465,kuta,-8.7233,115.1723,30.97,74,20,3.6,ID,1698036524
466,berdigestyakh,62.0989,126.6992,-1.13,94,100,2.02,RU,1698036524
467,la passe,45.5549,-0.8967,12.13,79,100,4.21,FR,1698036525
468,bor,56.3567,44.0669,0.96,86,100,3.26,RU,1698036525
469,nova vicosa,-17.8919,-39.3719,22.95,79,99,4.15,BR,1698036526
470,touros,-5.1989,-35.4608,24.06,87,89,4.26,BR,1698036526
471,ploneour-lanvern,47.9,-4.2833,13.16,100,75,3.6,FR,1698036527
472,toktogul,41.8708,72.9402,13.13,68,100,1.92,KG,1698036528
473,talcahuano,-36.7167,-73.1167,10.82,76,20,5.66,CL,1698036261
474,qamdo,31.1667,97.2333,5.38,29,0,2.97,CN,1698036529
475,wuzhou,23.4833,111.3167,27.25,63,8,1.66,CN,1698036529
476,donetsk,48.0,37.8,12.44,90,60,3.61,UA,1698036530
477,lhokseumawe,5.1801,97.1507,28.91,73,96,2.84,ID,1698036530
478,sinan,34.8262,126.1086,20.06,57,2,2.57,KR,1698036531
479,mezhdurechenskiy,59.6,65.9333,-0.64,64,15,5.49,RU,1698036531
480,dok kham tai,19.1624,99.9934,29.88,57,30,0.97,TH,1698036532
481,camana,-16.6228,-72.7111,19.28,93,100,3.61,PE,1698036532
482,princeville,45.7668,-61.2985,9.17,96,100,3.09,CA,1698036533
483,kayangel,8.0823,134.7173,28.93,74,18,1.99,PW,1698036533
484,padang,-0.9492,100.3543,30.03,80,68,2.48,ID,1698036534
485,guerrero negro,27.9769,-114.0611,19.47,84,4,8.27,MX,1698036535
486,bardai,11.65,7.2333,21.17,24,12,4.03,NG,1698036535
487,naze,28.3667,129.4833,25.51,60,37,3.92,JP,1698036536
488,huruta,8.15,39.35,17.98,66,85,3.26,ET,1698036536
489,caluula,11.9661,50.7569,28.51,65,100,3.29,SO,1698036537
490,jamestown,42.097,-79.2353,5.77,87,75,3.6,US,1698036507
491,severo-yeniseyskiy,60.3725,93.0408,0.91,72,100,5.21,RU,1698036538
492,castelli,-25.9468,-60.6195,35.31,31,89,4.51,AR,1698036498
493,darwin,-12.4611,130.8418,32.99,55,20,7.2,AU,1698036539
494,jijiga,9.35,42.8,21.36,36,21,0.39,ET,1698036539
495,novaya igirma,57.1334,103.9112,6.55,41,75,4.26,RU,1698036540
496,fuerte olimpo,-21.0415,-57.8738,30.13,41,43,2.14,PY,1698036540
497,canelli,44.7215,8.2924,15.5,91,44,0.96,IT,1698036541
498,vylkove,45.4021,29.586,17.4,57,51,2.77,UA,1698036542
499,ouadda,8.0777,22.4007,21.1,77,17,1.34,CF,1698036543
500,birjand,32.8663,59.2211,17.26,27,0,5.14,IR,1698036543
501,ingeniero guillermo n. juarez,-23.9,-61.85,32.71,30,35,5.27,AR,1698036544
502,aykhal,66.0,111.5,-6.41,95,100,1.08,RU,1698036544
503,kuching,1.55,110.3333,32.12,62,40,2.06,MY,1698036545
504,carutapera,-1.195,-46.02,25.97,85,38,3.3,BR,1698036545
505,nouadhibou,20.931,-17.0347,22.5,88,0,6.56,MR,1698036546
506,ad dilam,23.9915,47.1627,25.23,38,0,0.8,SA,1698036547
507,velikiye luki,56.34,30.5452,5.63,98,100,2.68,RU,1698036547
508,guiren,33.6697,118.1889,23.12,29,6,2.25,CN,1698036548
509,fort wellington,6.4,-57.6,26.15,89,92,2.8,GY,1698036548
510,port hedland,-20.3167,118.5667,33.03,62,38,5.66,AU,1698036541
511,salahonda,2.1019,-78.7217,26.23,81,82,2.73,CO,1698036549
512,al hazm,16.1641,44.7769,24.14,27,26,2.82,YE,1698036550
513,gaspe,48.8334,-64.4819,7.95,65,75,2.57,CA,1698036550
514,yelwa,8.8333,9.6333,24.09,66,100,1.9,NG,1698036551
515,i-n-salah,27.1935,2.4607,27.04,25,3,3.56,DZ,1698036551
516,kimbe,-5.5502,150.1429,28.07,83,95,2.4,PG,1698036552
517,mahajanga,-15.7167,46.3167,29.01,74,20,1.03,MG,1698036553
518,astrakhan,46.3497,48.0408,4.93,87,0,3.0,RU,1698036553
519,red hill,33.9996,-79.2581,12.92,55,0,3.22,US,1698036554
520,salumbar,24.1333,74.05,30.31,31,0,2.45,IN,1698036554
521,aberdeen,57.1437,-2.0981,-0.73,100,46,1.03,GB,1698036555
522,darhan,49.4867,105.9228,10.07,52,39,5.12,MN,1698036555
523,cam ranh,11.9214,109.1591,30.98,70,20,4.12,VN,1698036556
524,bonthe,7.5264,-12.505,25.57,86,99,1.31,SL,1698036557
525,bechar,31.6167,-2.2167,19.18,45,0,4.12,DZ,1698036557
526,buka,40.8108,69.1986,17.64,45,100,1.4,UZ,1698036558
527,poso,-1.3959,120.7524,31.61,58,12,3.28,ID,1698036558
528,parauapebas,-6.0675,-49.9022,24.41,80,49,1.2,BR,1698036545
529,sofiyivka,48.0493,33.8746,14.77,78,38,3.11,UA,1698036559
530,kiunga,-6.1219,141.2906,33.63,38,88,2.01,PG,1698036560
531,riosucio,5.4216,-75.7032,15.56,98,84,0.65,CO,1698036560
532,saint-joseph,-21.3667,55.6167,27.48,70,20,2.11,RE,1698036561
533,kota kinabalu,5.9749,116.0724,31.99,74,20,2.24,MY,1698036422
534,caleta de carquin,-11.0925,-77.6267,19.75,91,86,5.28,PE,1698036562
535,whitecourt,54.1502,-115.6855,-2.42,86,100,3.6,CA,1698036563
536,tamandare,-8.7597,-35.1047,24.1,76,13,2.99,BR,1698036563
537,usinsk,65.9939,57.5281,-1.74,95,100,8.28,RU,1698036564
538,gebeit,21.0667,36.3167,25.5,53,0,2.79,SD,1698036565
539,turbat,26.0023,63.044,29.59,46,2,1.83,PK,1698036565
540,mahibadhoo,3.7833,72.9667,27.02,77,100,3.53,MV,1698036566
541,naliya,23.2667,68.8333,31.11,40,0,3.25,IN,1698036566
542,fuqing,25.725,119.3794,23.87,84,100,2.69,CN,1698036567
543,wiesmoor,53.4167,7.7333,5.49,100,20,1.03,DE,1698036567
544,bandarbeyla,9.4942,50.8122,28.55,71,99,3.92,SO,1698036568
545,gisborne,-38.6533,178.0042,13.39,56,1,2.8,NZ,1698036464
546,santarem,-2.4431,-54.7083,29.07,89,0,2.57,BR,1698036472
547,antsiranana,-12.2787,49.2917,27.75,55,46,7.88,MG,1698036570
548,socorro,31.6546,-106.3033,24.66,32,40,3.09,US,1698036571
549,san rafael,-34.6177,-68.3301,17.0,70,87,2.56,AR,1698036571
550,port kembla,-34.4667,150.9,31.26,49,7,4.0,AU,1698036572
551,qianjiang,30.4151,112.8859,25.87,29,0,2.11,CN,1698036572
552,wynyard,-41.0,145.7167,18.82,52,11,4.5,AU,1698036573
553,craig,40.5153,-107.5464,9.79,52,0,0.0,US,1698036573
554,silifke,36.3778,33.9344,25.21,39,49,3.18,TR,1698036574
555,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,66,40,3.09,ID,1698036574
556,imbituba,-28.24,-48.6703,21.59,92,93,4.59,BR,1698036575
557,labytnangi,66.6572,66.4183,-4.4,86,100,2.87,RU,1698036576
558,sittwe,20.15,92.9,28.48,70,82,2.15,MM,1698036576
559,birao,10.2849,22.7882,22.77,45,26,2.18,CF,1698036577
560,lorengau,-2.0226,147.2712,29.87,69,85,4.02,PG,1698036577
561,twon-brass,4.3151,6.2418,25.44,87,100,3.03,NG,1698036578
562,faya-largeau,17.9257,19.1043,23.15,16,6,7.62,TD,1698036578
563,tongchuanshi,35.0806,109.0897,19.35,49,43,2.65,CN,1698036579
564,baardheere,2.3446,42.2764,26.45,71,8,4.1,SO,1698036580
565,guajara mirim,-10.7828,-65.3394,26.08,45,37,0.27,BR,1698036580
566,muromtsevo,56.3724,75.2418,-1.37,85,60,6.27,RU,1698036581
567,kalmunai,7.4167,81.8167,27.01,73,99,2.45,LK,1698036582
568,argayash,55.4888,60.8767,-0.17,70,97,6.54,RU,1698036582
569,calama,-22.4667,-68.9333,13.27,33,0,2.57,CL,1698036248
570,gamba,-2.65,10.0,23.98,95,100,3.34,GA,1698036583
571,kapa'a,22.0752,-159.319,26.99,84,100,6.69,US,1698036584
572,sv. ana v slov. goricah,46.6492,15.8442,6.93,79,17,0.99,SI,1698036584
573,kishanganj,26.1167,87.9333,27.48,53,17,2.34,IN,1698036585
574,arkansas city,37.062,-97.0384,21.08,64,0,5.14,US,1698036585
575,la roda,39.2167,-2.15,13.85,75,100,8.66,ES,1698036586
576,kailua-kona,19.6406,-155.9956,26.98,82,75,3.09,US,1698036586
577,sola,-13.8833,167.55,26.37,89,100,12.86,VU,1698036587
578,holualoa,19.6228,-155.9522,24.91,82,75,3.09,US,1698036588
579,emerald,-23.5333,148.1667,38.52,13,30,1.97,AU,1698036588
580,lata,40.1629,-8.3327,13.37,95,100,0.73,PT,1698036589
581,nizhneangarsk,55.7833,109.55,1.39,57,59,2.17,RU,1698036589
